"country_code","year","income_level"
"BTN",2006,"LM"
"BTN",2007,"LM"
"BTN",2008,"LM"
"BTN",2009,"LM"
"BTN",2010,"LM"
"BTN",2011,"LM"
"BTN",2012,"LM"
"BTN",2013,"LM"
"BTN",2014,"LM"
"BTN",2015,"LM"
"BTN",2016,"LM"
"BTN",2017,"LM"
"BTN",2018,"LM"
"BTN",2019,"LM"
"BTN",2020,"LM"
"BTN",2021,"LM"
"BTN",2022,"LM"
"BTN",2023,"LM"
"BWA",1987,"LM"
"BWA",1988,"LM"
"BWA",1989,"LM"
"BWA",1990,"LM"
"BWA",1991,"UM"
"BWA",1992,"UM"
"BWA",1993,"LM"
"BWA",1994,"LM"
"BWA",1995,"LM"
"BWA",1996,"LM"
"BWA",1997,"UM"
"BWA",1998,"UM"
"BWA",1999,"UM"
"BWA",2000,"UM"
"BWA",2001,"UM"
"BWA",2002,"UM"
"BWA",2003,"UM"
"BWA",2004,"UM"
"BWA",2005,"UM"
"BWA",2006,"UM"
"BWA",2007,"UM"
"BWA",2008,"UM"
"BWA",2009,"UM"
"BWA",2010,"UM"
"BWA",2011,"UM"
"BWA",2012,"UM"
"BWA",2013,"UM"
"BWA",2014,"UM"
"BWA",2015,"UM"
"BWA",2016,"UM"
"BWA",2017,"UM"
"BWA",2018,"UM"
"BWA",2019,"UM"
"BWA",2020,"UM"
"BWA",2021,"UM"
"BWA",2022,"UM"
"BWA",2023,"UM"
"CAF",1987,"L"
"CAF",1988,"L"
"CAF",1989,"L"
"CAF",1990,"L"
"CAF",1991,"L"
"CAF",1992,"L"
"CAF",1993,"L"
"CAF",1994,"L"
"CAF",1995,"L"
"CAF",1996,"L"
"CAF",1997,"L"
"CAF",1998,"L"
"CAF",1999,"L"
"CAF",2000,"L"
"CAF",2001,"L"
"CAF",2002,"L"
"CAF",2003,"L"
"CAF",2004,"L"
"CAF",2005,"L"
"CAF",2006,"L"
"CAF",2007,"L"
"CAF",2008,"L"
"CAF",2009,"L"
"CAF",2010,"L"
"CAF",2011,"L"
"CAF",2012,"L"
"CAF",2013,"L"
"CAF",2014,"L"
"CAF",2015,"L"
"CAF",2016,"L"
"CAF",2017,"L"
"CAF",2018,"L"
"CAF",2019,"L"
"CAF",2020,"L"
"CAF",2021,"L"
"CAF",2022,"L"
"CAF",2023,"L"
"CAN",1987,"H"
"CAN",1988,"H"
"CAN",1989,"H"
"CAN",1990,"H"
"CAN",1991,"H"
"CAN",1992,"H"
"CAN",1993,"H"
"CAN",1994,"H"
"CAN",1995,"H"
"CAN",1996,"H"
"CAN",1997,"H"
"CAN",1998,"H"
"CAN",1999,"H"
"CAN",2000,"H"
"CAN",2001,"H"
"CAN",2002,"H"
"CAN",2003,"H"
"CAN",2004,"H"
"CAN",2005,"H"
"CAN",2006,"H"
"CAN",2007,"H"
"CAN",2008,"H"
"CAN",2009,"H"
"CAN",2010,"H"
"CAN",2011,"H"
"CAN",2012,"H"
"CAN",2013,"H"
"CAN",2014,"H"
"CAN",2015,"H"
"CAN",2016,"H"
"CAN",2017,"H"
"CAN",2018,"H"
"CAN",2019,"H"
"CAN",2020,"H"
"CAN",2021,"H"
"CAN",2022,"H"
"CAN",2023,"H"
"CHE",1987,"H"
"CHE",1988,"H"
"CHE",1989,"H"
"CHE",1990,"H"
"CHE",1991,"H"
"CHE",1992,"H"
"CHE",1993,"H"
"CHE",1994,"H"
"CHE",1995,"H"
"CHE",1996,"H"
"CHE",1997,"H"
"CHE",1998,"H"
"CHE",1999,"H"
"CHE",2000,"H"
"CHE",2001,"H"
"CHE",2002,"H"
"CHE",2003,"H"
"CHE",2004,"H"
"CHE",2005,"H"
"CHE",2006,"H"
"CHE",2007,"H"
"CHE",2008,"H"
"CHE",2009,"H"
"CHE",2010,"H"
"CHE",2011,"H"
"CHE",2012,"H"
"CHE",2013,"H"
"CHE",2014,"H"
"CHE",2015,"H"
"CHE",2016,"H"
"CHE",2017,"H"
"CHE",2018,"H"
"CHE",2019,"H"
"CHE",2020,"H"
"CHE",2021,"H"
"CHE",2022,"H"
"CHE",2023,"H"
"CHI",1987,"H"
"CHI",1988,"H"
"CHI",1989,"H"
"CHI",1990,"H"
"CHI",1991,"H"
"CHI",1992,"H"
"CHI",1993,"H"
"CHI",1994,"H"
"CHI",1995,"H"
"CHI",1996,"H"
"CHI",1997,"H"
"CHI",1998,"H"
"CHI",1999,"H"
"CHI",2000,"H"
"CHI",2001,"H"
"CHI",2002,"H"
"CHI",2003,"H"
"CHI",2004,"H"
"CHI",2005,"H"
"CHI",2006,"H"
"CHI",2007,"H"
"CHI",2008,"H"
"CHI",2009,"H"
"CHI",2010,"H"
"CHI",2011,"H"
"CHI",2012,"H"
"CHI",2013,"H"
"CHI",2014,"H"
"CHI",2015,"H"
"CHI",2016,"H"
"CHI",2017,"H"
"CHI",2018,"H"
"CHI",2019,"H"
"CHI",2020,"H"
"CHI",2021,"H"
"CHI",2022,"H"
"CHI",2023,"H"
"CHL",1987,"LM"
"CHL",1988,"LM"
"CHL",1989,"LM"
"CHL",1990,"LM"
"CHL",1991,"LM"
"CHL",1992,"LM"
"CHL",1993,"UM"
"CHL",1994,"UM"
"CHL",1995,"UM"
"CHL",1996,"UM"
"CHL",1997,"UM"
"CHL",1998,"UM"
"CHL",1999,"UM"
"CHL",2000,"UM"
"CHL",2001,"UM"
"CHL",2002,"UM"
"CHL",2003,"UM"
"CHL",2004,"UM"
"CHL",2005,"UM"
"CHL",2006,"UM"
"CHL",2007,"UM"
"CHL",2008,"UM"
"CHL",2009,"UM"
"CHL",2010,"UM"
"CHL",2011,"UM"
"CHL",2012,"H"
"CHL",2013,"H"
"CHL",2014,"H"
"CHL",2015,"H"
"CHL",2016,"H"
"CHL",2017,"H"
"CHL",2018,"H"
"CHL",2019,"H"
"CHL",2020,"H"
"CHL",2021,"H"
"CHL",2022,"H"
"CHL",2023,"H"
"CHN",1987,"L"
"CHN",1988,"L"
"CHN",1989,"L"
"CHN",1990,"L"
"CHN",1991,"L"
"CHN",1992,"L"
"CHN",1993,"L"
"CHN",1994,"L"
"CHN",1995,"L"
"CHN",1996,"L"
"CHN",1997,"LM"
"CHN",1998,"L"
"CHN",1999,"LM"
"CHN",2000,"LM"
"CHN",2001,"LM"
"CHN",2002,"LM"
"CHN",2003,"LM"
"CHN",2004,"LM"
"CHN",2005,"LM"
"CHN",2006,"LM"
"CHN",2007,"LM"
"CHN",2008,"LM"
"CHN",2009,"LM"
"CHN",2010,"UM"
"CHN",2011,"UM"
"CHN",2012,"UM"
"CHN",2013,"UM"
"CHN",2014,"UM"
"CHN",2015,"UM"
"CHN",2016,"UM"
"CHN",2017,"UM"
"CHN",2018,"UM"
"CHN",2019,"UM"
"CHN",2020,"UM"
"CHN",2021,"UM"
"CHN",2022,"UM"
"CHN",2023,"UM"
"CIV",1987,"LM"
"CIV",1988,"LM"
"CIV",1989,"LM"
"CIV",1990,"LM"
"CIV",1991,"LM"
"CIV",1992,"LM"
"CIV",1993,"L"
"CIV",1994,"L"
"CIV",1995,"L"
"CIV",1996,"L"
"CIV",1997,"L"
"CIV",1998,"L"
"CIV",1999,"L"
"CIV",2000,"L"
"CIV",2001,"L"
"CIV",2002,"L"
"CIV",2003,"L"
"CIV",2004,"L"
"CIV",2005,"L"
"CIV",2006,"L"
"CIV",2007,"L"
"CIV",2008,"LM"
"CIV",2009,"LM"
"CIV",2010,"LM"
"CIV",2011,"LM"
"CIV",2012,"LM"
"CIV",2013,"LM"
"CIV",2014,"LM"
"CIV",2015,"LM"
"CIV",2016,"LM"
"CIV",2017,"LM"
"CIV",2018,"LM"
"CIV",2019,"LM"
"CIV",2020,"LM"
"CIV",2021,"LM"
"CIV",2022,"LM"
"CIV",2023,"LM"
"CMR",1987,"LM"
"CMR",1988,"LM"
"CMR",1989,"LM"
"CMR",1990,"LM"
"CMR",1991,"LM"
"CMR",1992,"LM"
"CMR",1993,"LM"
"CMR",1994,"L"
"CMR",1995,"L"
"CMR",1996,"L"
"CMR",1997,"L"
"CMR",1998,"L"
"CMR",1999,"L"
"CMR",2000,"L"
"CMR",2001,"L"
"CMR",2002,"L"
"CMR",2003,"L"
"CMR",2004,"L"
"CMR",2005,"LM"
"CMR",2006,"LM"
"CMR",2007,"LM"
"CMR",2008,"LM"
"CMR",2009,"LM"
"CMR",2010,"LM"
"CMR",2011,"LM"
"CMR",2012,"LM"
"CMR",2013,"LM"
"CMR",2014,"LM"
"CMR",2015,"LM"
"CMR",2016,"LM"
"CMR",2017,"LM"
"CMR",2018,"LM"
"CMR",2019,"LM"
"CMR",2020,"LM"
"CMR",2021,"LM"
"CMR",2022,"LM"
"CMR",2023,"LM"
"COD",1987,"L"
"COD",1988,"L"
"COD",1989,"L"
"COD",1990,"L"
"COD",1991,"L"
"COD",1992,"L"
"COD",1993,"L"
"COD",1994,"L"
"COD",1995,"L"
"COD",1996,"L"
"COD",1997,"L"
"COD",1998,"L"
"COD",1999,"L"
"COD",2000,"L"
"COD",2001,"L"
"COD",2002,"L"
"COD",2003,"L"
"COD",2004,"L"
"COD",2005,"L"
"COD",2006,"L"
"COD",2007,"L"
"COD",2008,"L"
"COD",2009,"L"
"COD",2010,"L"
"COD",2011,"L"
"COD",2012,"L"
"COD",2013,"L"
"COD",2014,"L"
"COD",2015,"L"
"COD",2016,"L"
"COD",2017,"L"
"COD",2018,"L"
"COD",2019,"L"
"COD",2020,"L"
"COD",2021,"L"
"COD",2022,"L"
"COD",2023,"L"
"COG",1987,"LM"
"COG",1988,"LM"
"COG",1989,"LM"
"COG",1990,"LM"
"COG",1991,"LM"
"COG",1992,"LM"
"COG",1993,"LM"
"COG",1994,"L"
"COG",1995,"L"
"COG",1996,"L"
"COG",1997,"L"
"COG",1998,"L"
"COG",1999,"L"
"COG",2000,"L"
"COG",2001,"L"
"COG",2002,"L"
"COG",2003,"L"
"COG",2004,"L"
"COG",2005,"LM"
"COG",2006,"LM"
"COG",2007,"LM"
"COG",2008,"LM"
"COG",2009,"LM"
"COG",2010,"LM"
"COG",2011,"LM"
"COG",2012,"LM"
"COG",2013,"LM"
"COG",2014,"LM"
"COG",2015,"LM"
"COG",2016,"LM"
"COG",2017,"LM"
"COG",2018,"LM"
"COG",2019,"LM"
"COG",2020,"LM"
"COG",2021,"LM"
"COG",2022,"LM"
"COG",2023,"LM"
"COL",1987,"LM"
"COL",1988,"LM"
"COL",1989,"LM"
"COL",1990,"LM"
"COL",1991,"LM"
"COL",1992,"LM"
"COL",1993,"LM"
"COL",1994,"LM"
"COL",1995,"LM"
"COL",1996,"LM"
"COL",1997,"LM"
"COL",1998,"LM"
"COL",1999,"LM"
"COL",2000,"LM"
"COL",2001,"LM"
"COL",2002,"LM"
"COL",2003,"LM"
"COL",2004,"LM"
"COL",2005,"LM"
"COL",2006,"LM"
"COL",2007,"LM"
"COL",2008,"UM"
"COL",2009,"UM"
"COL",2010,"UM"
"COL",2011,"UM"
"COL",2012,"UM"
"COL",2013,"UM"
"COL",2014,"UM"
"COL",2015,"UM"
"COL",2016,"UM"
"COL",2017,"UM"
"COL",2018,"UM"
"COL",2019,"UM"
"COL",2020,"UM"
"COL",2021,"UM"
"COL",2022,"UM"
"COL",2023,"UM"
"COM",1987,"L"
"COM",1988,"L"
"COM",1989,"L"
"COM",1990,"L"
"COM",1991,"L"
"COM",1992,"L"
"COM",1993,"L"
"COM",1994,"L"
"COM",1995,"L"
"COM",1996,"L"
"COM",1997,"L"
"COM",1998,"L"
"COM",1999,"L"
"COM",2000,"L"
"COM",2001,"L"
"COM",2002,"L"
"COM",2003,"L"
"COM",2004,"L"
"COM",2005,"L"
"COM",2006,"L"
"COM",2007,"L"
"COM",2008,"L"
"COM",2009,"L"
"COM",2010,"L"
"COM",2011,"L"
"COM",2012,"L"
"COM",2013,"L"
"COM",2014,"L"
"COM",2015,"L"
"COM",2016,"L"
"COM",2017,"L"
"COM",2018,"LM"
"COM",2019,"LM"
"COM",2020,"LM"
"COM",2021,"LM"
"COM",2022,"LM"
"COM",2023,"LM"
"CPV",1987,".."
"CPV",1988,"LM"
"CPV",1989,"LM"
"CPV",1990,"LM"
"CPV",1991,"LM"
"CPV",1992,"LM"
"CPV",1993,"LM"
"CPV",1994,"LM"
"CPV",1995,"LM"
"CPV",1996,"LM"
"CPV",1997,"LM"
"CPV",1998,"LM"
"CPV",1999,"LM"
"CPV",2000,"LM"
"CPV",2001,"LM"
"CPV",2002,"LM"
"CPV",2003,"LM"
"CPV",2004,"LM"
"CPV",2005,"LM"
"CPV",2006,"LM"
"CPV",2007,"LM"
"CPV",2008,"LM"
"CPV",2009,"LM"
"CPV",2010,"LM"
"CPV",2011,"LM"
"CPV",2012,"LM"
"CPV",2013,"LM"
"CPV",2014,"LM"
"CPV",2015,"LM"
"CPV",2016,"LM"
"CPV",2017,"LM"
"CPV",2018,"LM"
"CPV",2019,"LM"
"CPV",2020,"LM"
"CPV",2021,"LM"
"CPV",2022,"LM"
"CPV",2023,"LM"
"CRI",1987,"LM"
"CRI",1988,"LM"
"CRI",1989,"LM"
"CRI",1990,"LM"
"CRI",1991,"LM"
"CRI",1992,"LM"
"CRI",1993,"LM"
"CRI",1994,"LM"
"CRI",1995,"LM"
"CRI",1996,"LM"
"CRI",1997,"LM"
"CRI",1998,"LM"
"CRI",1999,"LM"
"CRI",2000,"UM"
"CRI",2001,"UM"
"CRI",2002,"UM"
"CRI",2003,"UM"
"CRI",2004,"UM"
"CRI",2005,"UM"
"CRI",2006,"UM"
"CRI",2007,"UM"
"CRI",2008,"UM"
"CRI",2009,"UM"
"CRI",2010,"UM"
"CRI",2011,"UM"
"CRI",2012,"UM"
"CRI",2013,"UM"
"CRI",2014,"UM"
"CRI",2015,"UM"
"CRI",2016,"UM"
"CRI",2017,"UM"
"CRI",2018,"UM"
"CRI",2019,"UM"
"CRI",2020,"UM"
"CRI",2021,"UM"
"CRI",2022,"UM"
"CRI",2023,"UM"
"CSK",1987,".."
"CSK",1988,".."
"CSK",1989,".."
"CSK",1990,"UM"
"CSK",1991,"UM"
"CSK",1992,NA
"CSK",1993,NA
"CSK",1994,NA
"CSK",1995,NA
"CSK",1996,NA
"CSK",1997,NA
"CSK",1998,NA
"CSK",1999,NA
"CSK",2000,NA
"CSK",2001,NA
"CSK",2002,NA
"CSK",2003,NA
"CSK",2004,NA
"CSK",2005,NA
"CSK",2006,NA
"CSK",2007,NA
"CSK",2008,NA
"CSK",2009,NA
"CSK",2010,NA
"CSK",2011,NA
"CSK",2012,NA
"CSK",2013,NA
"CSK",2014,NA
"CSK",2015,NA
"CSK",2016,NA
"CSK",2017,NA
"CSK",2018,NA
"CSK",2019,NA
"CSK",2020,NA
"CSK",2021,NA
"CSK",2022,NA
"CSK",2023,NA
"CUB",1987,".."
"CUB",1988,".."
"CUB",1989,".."
"CUB",1990,"LM"
"CUB",1991,"LM"
"CUB",1992,"LM"
"CUB",1993,"LM"
"CUB",1994,"LM"
"CUB",1995,"LM"
"CUB",1996,"LM"
"CUB",1997,"LM"
"CUB",1998,"LM"
"CUB",1999,"LM"
"CUB",2000,"LM"
"CUB",2001,"LM"
"CUB",2002,"LM"
"CUB",2003,"LM"
"CUB",2004,"LM"
"CUB",2005,"LM"
"CUB",2006,"LM"
"CUB",2007,"UM"
"CUB",2008,"UM"
"CUB",2009,"UM"
"CUB",2010,"UM"
"CUB",2011,"UM"
"CUB",2012,"UM"
"CUB",2013,"UM"
"CUB",2014,"UM"
"CUB",2015,"UM"
"CUB",2016,"UM"
"CUB",2017,"UM"
"CUB",2018,"UM"
"CUB",2019,"UM"
"CUB",2020,"UM"
"CUB",2021,"UM"
"CUB",2022,"UM"
"CUB",2023,"UM"
"CUW",1987,".."
"CUW",1988,".."
"CUW",1989,".."
"CUW",1990,".."
"CUW",1991,".."
"CUW",1992,".."
"CUW",1993,".."
"CUW",1994,".."
"CUW",1995,".."
"CUW",1996,".."
"CUW",1997,".."
"CUW",1998,".."
"CUW",1999,".."
"CUW",2000,".."
"CUW",2001,".."
"CUW",2002,".."
"CUW",2003,".."
"CUW",2004,".."
"CUW",2005,".."
"CUW",2006,".."
"CUW",2007,".."
"CUW",2008,".."
"CUW",2009,".."
"CUW",2010,"H"
"CUW",2011,"H"
"CUW",2012,"H"
"CUW",2013,"H"
"CUW",2014,"H"
"CUW",2015,"H"
"CUW",2016,"H"
"CUW",2017,"H"
"CUW",2018,"H"
"CUW",2019,"H"
"CUW",2020,"H"
"CUW",2021,"H"
"CUW",2022,"H"
"CUW",2023,"H"
"CYM",1987,".."
"CYM",1988,".."
"CYM",1989,".."
"CYM",1990,".."
"CYM",1991,".."
"CYM",1992,".."
"CYM",1993,"H"
"CYM",1994,"H"
"CYM",1995,"H"
"CYM",1996,"H"
"CYM",1997,"H"
"CYM",1998,"H"
"CYM",1999,"H"
"CYM",2000,"H"
"CYM",2001,"H"
"CYM",2002,"H"
"CYM",2003,"H"
"CYM",2004,"H"
"CYM",2005,"H"
"CYM",2006,"H"
"CYM",2007,"H"
"CYM",2008,"H"
"CYM",2009,"H"
"CYM",2010,"H"
"CYM",2011,"H"
"CYM",2012,"H"
"CYM",2013,"H"
"CYM",2014,"H"
"CYM",2015,"H"
"CYM",2016,"H"
"CYM",2017,"H"
"CYM",2018,"H"
"CYM",2019,"H"
"CYM",2020,"H"
"CYM",2021,"H"
"CYM",2022,"H"
"CYM",2023,"H"
"CYP",1987,"UM"
"CYP",1988,"H"
"CYP",1989,"H"
"CYP",1990,"H"
"CYP",1991,"H"
"CYP",1992,"H"
"CYP",1993,"H"
"CYP",1994,"H"
"CYP",1995,"H"
"CYP",1996,"H"
"CYP",1997,"H"
"CYP",1998,"H"
"CYP",1999,"H"
"CYP",2000,"H"
"CYP",2001,"H"
"CYP",2002,"H"
"CYP",2003,"H"
"CYP",2004,"H"
"CYP",2005,"H"
"CYP",2006,"H"
"CYP",2007,"H"
"CYP",2008,"H"
"CYP",2009,"H"
"CYP",2010,"H"
"CYP",2011,"H"
"CYP",2012,"H"
"CYP",2013,"H"
"CYP",2014,"H"
"CYP",2015,"H"
"CYP",2016,"H"
"CYP",2017,"H"
"CYP",2018,"H"
"CYP",2019,"H"
"CYP",2020,"H"
"CYP",2021,"H"
"CYP",2022,"H"
"CYP",2023,"H"
"CZE",1987,".."
"CZE",1988,".."
"CZE",1989,".."
"CZE",1990,".."
"CZE",1991,".."
"CZE",1992,"LM"
"CZE",1993,"LM"
"CZE",1994,"UM"
"CZE",1995,"UM"
"CZE",1996,"UM"
"CZE",1997,"UM"
"CZE",1998,"UM"
"CZE",1999,"UM"
"CZE",2000,"UM"
"CZE",2001,"UM"
"CZE",2002,"UM"
"CZE",2003,"UM"
"CZE",2004,"UM"
"CZE",2005,"UM"
"CZE",2006,"H"
"CZE",2007,"H"
"CZE",2008,"H"
"CZE",2009,"H"
"CZE",2010,"H"
"CZE",2011,"H"
"CZE",2012,"H"
"CZE",2013,"H"
"CZE",2014,"H"
"CZE",2015,"H"
"CZE",2016,"H"
"CZE",2017,"H"
"CZE",2018,"H"
"CZE",2019,"H"
"CZE",2020,"H"
"CZE",2021,"H"
"CZE",2022,"H"
"CZE",2023,"H"
"DEU",1987,"H"
"DEU",1988,"H"
"DEU",1989,"H"
"DEU",1990,"H"
"DEU",1991,"H"
"DEU",1992,"H"
"DEU",1993,"H"
"DEU",1994,"H"
"DEU",1995,"H"
"DEU",1996,"H"
"DEU",1997,"H"
"DEU",1998,"H"
"DEU",1999,"H"
"DEU",2000,"H"
"DEU",2001,"H"
"DEU",2002,"H"
"DEU",2003,"H"
"DEU",2004,"H"
"DEU",2005,"H"
"DEU",2006,"H"
"DEU",2007,"H"
"DEU",2008,"H"
"DEU",2009,"H"
"DEU",2010,"H"
"DEU",2011,"H"
"DEU",2012,"H"
"DEU",2013,"H"
"DEU",2014,"H"
"DEU",2015,"H"
"DEU",2016,"H"
"DEU",2017,"H"
"DEU",2018,"H"
"DEU",2019,"H"
"DEU",2020,"H"
"DEU",2021,"H"
"DEU",2022,"H"
"DEU",2023,"H"
"DJI",1987,".."
"DJI",1988,".."
"DJI",1989,".."
"DJI",1990,"LM"
"DJI",1991,"LM"
"DJI",1992,"LM"
"DJI",1993,"LM"
"DJI",1994,"LM"
"DJI",1995,"LM"
"DJI",1996,"LM"
"DJI",1997,"LM"
"DJI",1998,"LM"
"DJI",1999,"LM"
"DJI",2000,"LM"
"DJI",2001,"LM"
"DJI",2002,"LM"
"DJI",2003,"LM"
"DJI",2004,"LM"
"DJI",2005,"LM"
"DJI",2006,"LM"
"DJI",2007,"LM"
"DJI",2008,"LM"
"DJI",2009,"LM"
"DJI",2010,"LM"
"DJI",2011,"LM"
"DJI",2012,"LM"
"DJI",2013,"LM"
"DJI",2014,"LM"
"DJI",2015,"LM"
"DJI",2016,"LM"
"DJI",2017,"LM"
"DJI",2018,"LM"
"DJI",2019,"LM"
"DJI",2020,"LM"
"DJI",2021,"LM"
"DJI",2022,"LM"
"DJI",2023,"LM"
"DMA",1987,"LM"
"DMA",1988,"LM"
"DMA",1989,"LM"
"DMA",1990,"LM"
"DMA",1991,"LM"
"DMA",1992,"LM"
"DMA",1993,"LM"
"DMA",1994,"LM"
"DMA",1995,"LM"
"DMA",1996,"LM"
"DMA",1997,"LM"
"DMA",1998,"LM"
"DMA",1999,"UM"
"DMA",2000,"UM"
"DMA",2001,"UM"
"DMA",2002,"UM"
"DMA",2003,"UM"
"DMA",2004,"UM"
"DMA",2005,"UM"
"DMA",2006,"UM"
"DMA",2007,"UM"
"DMA",2008,"UM"
"DMA",2009,"UM"
"DMA",2010,"UM"
"DMA",2011,"UM"
"DMA",2012,"UM"
"DMA",2013,"UM"
"DMA",2014,"UM"
"DMA",2015,"UM"
"DMA",2016,"UM"
"DMA",2017,"UM"
"DMA",2018,"UM"
"DMA",2019,"UM"
"DMA",2020,"UM"
"DMA",2021,"UM"
"DMA",2022,"UM"
"DMA",2023,"UM"
"DNK",1987,"H"
"DNK",1988,"H"
"DNK",1989,"H"
"DNK",1990,"H"
"DNK",1991,"H"
"DNK",1992,"H"
"DNK",1993,"H"
"DNK",1994,"H"
"DNK",1995,"H"
"DNK",1996,"H"
"DNK",1997,"H"
"DNK",1998,"H"
"DNK",1999,"H"
"DNK",2000,"H"
"DNK",2001,"H"
"DNK",2002,"H"
"DNK",2003,"H"
"DNK",2004,"H"
"DNK",2005,"H"
"DNK",2006,"H"
"DNK",2007,"H"
"DNK",2008,"H"
"DNK",2009,"H"
"DNK",2010,"H"
"DNK",2011,"H"
"DNK",2012,"H"
"DNK",2013,"H"
"DNK",2014,"H"
"DNK",2015,"H"
"DNK",2016,"H"
"DNK",2017,"H"
"DNK",2018,"H"
"DNK",2019,"H"
"DNK",2020,"H"
"DNK",2021,"H"
"DNK",2022,"H"
"DNK",2023,"H"
"DOM",1987,"LM"
"DOM",1988,"LM"
"DOM",1989,"LM"
"DOM",1990,"LM"
"DOM",1991,"LM"
"DOM",1992,"LM"
"DOM",1993,"LM"
"DOM",1994,"LM"
"DOM",1995,"LM"
"DOM",1996,"LM"
"DOM",1997,"LM"
"DOM",1998,"LM"
"DOM",1999,"LM"
"DOM",2000,"LM"
"DOM",2001,"LM"
"DOM",2002,"LM"
"DOM",2003,"LM"
"DOM",2004,"LM"
"DOM",2005,"LM"
"DOM",2006,"LM"
"DOM",2007,"LM"
"DOM",2008,"UM"
"DOM",2009,"UM"
"DOM",2010,"UM"
"DOM",2011,"UM"
"DOM",2012,"UM"
"DOM",2013,"UM"
"DOM",2014,"UM"
"DOM",2015,"UM"
"DOM",2016,"UM"
"DOM",2017,"UM"
"DOM",2018,"UM"
"DOM",2019,"UM"
"DOM",2020,"UM"
"DOM",2021,"UM"
"DOM",2022,"UM"
"DOM",2023,"UM"
"DZA",1987,"UM"
"DZA",1988,"UM"
"DZA",1989,"LM"
"DZA",1990,"LM"
"DZA",1991,"LM"
"DZA",1992,"LM"
"DZA",1993,"LM"
"DZA",1994,"LM"
"DZA",1995,"LM"
"DZA",1996,"LM"
"DZA",1997,"LM"
"DZA",1998,"LM"
"DZA",1999,"LM"
"DZA",2000,"LM"
"DZA",2001,"LM"
"DZA",2002,"LM"
"DZA",2003,"LM"
"DZA",2004,"LM"
"DZA",2005,"LM"
"DZA",2006,"LM"
"DZA",2007,"LM"
"DZA",2008,"UM"
"DZA",2009,"UM"
"DZA",2010,"UM"
"DZA",2011,"UM"
"DZA",2012,"UM"
"DZA",2013,"UM"
"DZA",2014,"UM"
"DZA",2015,"UM"
"DZA",2016,"UM"
"DZA",2017,"UM"
"DZA",2018,"UM"
"DZA",2019,"LM"
"DZA",2020,"LM"
"DZA",2021,"LM"
"DZA",2022,"LM"
"DZA",2023,"UM"
"ECU",1987,"LM"
"ECU",1988,"LM"
"ECU",1989,"LM"
"ECU",1990,"LM"
"ECU",1991,"LM"
"ECU",1992,"LM"
"ECU",1993,"LM"
"ECU",1994,"LM"
"ECU",1995,"LM"
"ECU",1996,"LM"
"ECU",1997,"LM"
"ECU",1998,"LM"
"ECU",1999,"LM"
"ECU",2000,"LM"
"ECU",2001,"LM"
"ECU",2002,"LM"
"ECU",2003,"LM"
"ECU",2004,"LM"
"ECU",2005,"LM"
"ECU",2006,"LM"
"ECU",2007,"LM"
"ECU",2008,"LM"
"ECU",2009,"LM"
"ECU",2010,"UM"
"ECU",2011,"UM"
"ECU",2012,"UM"
"ECU",2013,"UM"
"ECU",2014,"UM"
"ECU",2015,"UM"
"ECU",2016,"UM"
"ECU",2017,"UM"
"ECU",2018,"UM"
"ECU",2019,"UM"
"ECU",2020,"UM"
"ECU",2021,"UM"
"ECU",2022,"UM"
"ECU",2023,"UM"
"EGY",1987,"LM"
"EGY",1988,"LM"
"EGY",1989,"LM"
"EGY",1990,"L"
"EGY",1991,"L"
"EGY",1992,"L"
"EGY",1993,"L"
"EGY",1994,"L"
"EGY",1995,"LM"
"EGY",1996,"LM"
"EGY",1997,"LM"
"EGY",1998,"LM"
"EGY",1999,"LM"
"EGY",2000,"LM"
"EGY",2001,"LM"
"EGY",2002,"LM"
"EGY",2003,"LM"
"EGY",2004,"LM"
"EGY",2005,"LM"
"EGY",2006,"LM"
"EGY",2007,"LM"
"EGY",2008,"LM"
"EGY",2009,"LM"
"EGY",2010,"LM"
"EGY",2011,"LM"
"EGY",2012,"LM"
"EGY",2013,"LM"
"EGY",2014,"LM"
"EGY",2015,"LM"
"EGY",2016,"LM"
"EGY",2017,"LM"
"EGY",2018,"LM"
"EGY",2019,"LM"
"EGY",2020,"LM"
"EGY",2021,"LM"
"EGY",2022,"LM"
"EGY",2023,"LM"
"ERI",1987,".."
"ERI",1988,".."
"ERI",1989,".."
"ERI",1990,".."
"ERI",1991,".."
"ERI",1992,"L"
"ERI",1993,"L"
"ERI",1994,"L"
"ERI",1995,"L"
"ERI",1996,"L"
"ERI",1997,"L"
"ERI",1998,"L"
"ERI",1999,"L"
"ERI",2000,"L"
"ERI",2001,"L"
"ERI",2002,"L"
"ERI",2003,"L"
"ERI",2004,"L"
"ERI",2005,"L"
"ERI",2006,"L"
"ERI",2007,"L"
"ERI",2008,"L"
"ERI",2009,"L"
"ERI",2010,"L"
"ERI",2011,"L"
"ERI",2012,"L"
"ERI",2013,"L"
"ERI",2014,"L"
"ERI",2015,"L"
"ERI",2016,"L"
"ERI",2017,"L"
"ERI",2018,"L"
"ERI",2019,"L"
"ERI",2020,"L"
"ERI",2021,"L"
"ERI",2022,"L"
"ERI",2023,"L"
"ESP",1987,"H"
"ESP",1988,"H"
"ESP",1989,"H"
"ESP",1990,"H"
"ESP",1991,"H"
"ESP",1992,"H"
"ESP",1993,"H"
"ESP",1994,"H"
"ESP",1995,"H"
"ESP",1996,"H"
