"country_code","year","income_level"
"ESP",1997,"H"
"ESP",1998,"H"
"ESP",1999,"H"
"ESP",2000,"H"
"ESP",2001,"H"
"ESP",2002,"H"
"ESP",2003,"H"
"ESP",2004,"H"
"ESP",2005,"H"
"ESP",2006,"H"
"ESP",2007,"H"
"ESP",2008,"H"
"ESP",2009,"H"
"ESP",2010,"H"
"ESP",2011,"H"
"ESP",2012,"H"
"ESP",2013,"H"
"ESP",2014,"H"
"ESP",2015,"H"
"ESP",2016,"H"
"ESP",2017,"H"
"ESP",2018,"H"
"ESP",2019,"H"
"ESP",2020,"H"
"ESP",2021,"H"
"ESP",2022,"H"
"ESP",2023,"H"
"EST",1987,".."
"EST",1988,".."
"EST",1989,".."
"EST",1990,".."
"EST",1991,"UM"
"EST",1992,"UM"
"EST",1993,"UM"
"EST",1994,"LM"
"EST",1995,"LM"
"EST",1996,"LM"
"EST",1997,"UM"
"EST",1998,"UM"
"EST",1999,"UM"
"EST",2000,"UM"
"EST",2001,"UM"
"EST",2002,"UM"
"EST",2003,"UM"
"EST",2004,"UM"
"EST",2005,"UM"
"EST",2006,"H"
"EST",2007,"H"
"EST",2008,"H"
"EST",2009,"H"
"EST",2010,"H"
"EST",2011,"H"
"EST",2012,"H"
"EST",2013,"H"
"EST",2014,"H"
"EST",2015,"H"
"EST",2016,"H"
"EST",2017,"H"
"EST",2018,"H"
"EST",2019,"H"
"EST",2020,"H"
"EST",2021,"H"
"EST",2022,"H"
"EST",2023,"H"
"ETH",1987,"L"
"ETH",1988,"L"
"ETH",1989,"L"
"ETH",1990,"L"
"ETH",1991,"L"
"ETH",1992,"L"
"ETH",1993,"L"
"ETH",1994,"L"
"ETH",1995,"L"
"ETH",1996,"L"
"ETH",1997,"L"
"ETH",1998,"L"
"ETH",1999,"L"
"ETH",2000,"L"
"ETH",2001,"L"
"ETH",2002,"L"
"ETH",2003,"L"
"ETH",2004,"L"
"ETH",2005,"L"
"ETH",2006,"L"
"ETH",2007,"L"
"ETH",2008,"L"
"ETH",2009,"L"
"ETH",2010,"L"
"ETH",2011,"L"
"ETH",2012,"L"
"ETH",2013,"L"
"ETH",2014,"L"
"ETH",2015,"L"
"ETH",2016,"L"
"ETH",2017,"L"
"ETH",2018,"L"
"ETH",2019,"L"
"ETH",2020,"L"
"ETH",2021,"L"
"ETH",2022,"L"
"ETH",2023,"L"
"FIN",1987,"H"
"FIN",1988,"H"
"FIN",1989,"H"
"FIN",1990,"H"
"FIN",1991,"H"
"FIN",1992,"H"
"FIN",1993,"H"
"FIN",1994,"H"
"FIN",1995,"H"
"FIN",1996,"H"
"FIN",1997,"H"
"FIN",1998,"H"
"FIN",1999,"H"
"FIN",2000,"H"
"FIN",2001,"H"
"FIN",2002,"H"
"FIN",2003,"H"
"FIN",2004,"H"
"FIN",2005,"H"
"FIN",2006,"H"
"FIN",2007,"H"
"FIN",2008,"H"
"FIN",2009,"H"
"FIN",2010,"H"
"FIN",2011,"H"
"FIN",2012,"H"
"FIN",2013,"H"
"FIN",2014,"H"
"FIN",2015,"H"
"FIN",2016,"H"
"FIN",2017,"H"
"FIN",2018,"H"
"FIN",2019,"H"
"FIN",2020,"H"
"FIN",2021,"H"
"FIN",2022,"H"
"FIN",2023,"H"
"FJI",1987,"LM"
"FJI",1988,"LM"
"FJI",1989,"LM"
"FJI",1990,"LM"
"FJI",1991,"LM"
"FJI",1992,"LM"
"FJI",1993,"LM"
"FJI",1994,"LM"
"FJI",1995,"LM"
"FJI",1996,"LM"
"FJI",1997,"LM"
"FJI",1998,"LM"
"FJI",1999,"LM"
"FJI",2000,"LM"
"FJI",2001,"LM"
"FJI",2002,"LM"
"FJI",2003,"LM"
"FJI",2004,"LM"
"FJI",2005,"LM"
"FJI",2006,"LM"
"FJI",2007,"UM"
"FJI",2008,"UM"
"FJI",2009,"UM"
"FJI",2010,"LM"
"FJI",2011,"LM"
"FJI",2012,"UM"
"FJI",2013,"UM"
"FJI",2014,"UM"
"FJI",2015,"UM"
"FJI",2016,"UM"
"FJI",2017,"UM"
"FJI",2018,"UM"
"FJI",2019,"UM"
"FJI",2020,"UM"
"FJI",2021,"UM"
"FJI",2022,"UM"
"FJI",2023,"UM"
"FRA",1987,"H"
"FRA",1988,"H"
"FRA",1989,"H"
"FRA",1990,"H"
"FRA",1991,"H"
"FRA",1992,"H"
"FRA",1993,"H"
"FRA",1994,"H"
"FRA",1995,"H"
"FRA",1996,"H"
"FRA",1997,"H"
"FRA",1998,"H"
"FRA",1999,"H"
"FRA",2000,"H"
"FRA",2001,"H"
"FRA",2002,"H"
"FRA",2003,"H"
"FRA",2004,"H"
"FRA",2005,"H"
"FRA",2006,"H"
"FRA",2007,"H"
"FRA",2008,"H"
"FRA",2009,"H"
"FRA",2010,"H"
"FRA",2011,"H"
"FRA",2012,"H"
"FRA",2013,"H"
"FRA",2014,"H"
"FRA",2015,"H"
"FRA",2016,"H"
"FRA",2017,"H"
"FRA",2018,"H"
"FRA",2019,"H"
"FRA",2020,"H"
"FRA",2021,"H"
"FRA",2022,"H"
"FRA",2023,"H"
"FRO",1987,"H"
"FRO",1988,"H"
"FRO",1989,"H"
"FRO",1990,"H"
"FRO",1991,"H"
"FRO",1992,"H"
"FRO",1993,"H"
"FRO",1994,"H"
"FRO",1995,"H"
"FRO",1996,"H"
"FRO",1997,"H"
"FRO",1998,"H"
"FRO",1999,"H"
"FRO",2000,"H"
"FRO",2001,"H"
"FRO",2002,"H"
"FRO",2003,"H"
"FRO",2004,"H"
"FRO",2005,"H"
"FRO",2006,"H"
"FRO",2007,"H"
"FRO",2008,"H"
"FRO",2009,"H"
"FRO",2010,"H"
"FRO",2011,"H"
"FRO",2012,"H"
"FRO",2013,"H"
"FRO",2014,"H"
"FRO",2015,"H"
"FRO",2016,"H"
"FRO",2017,"H"
"FRO",2018,"H"
"FRO",2019,"H"
"FRO",2020,"H"
"FRO",2021,"H"
"FRO",2022,"H"
"FRO",2023,"H"
"FSM",1987,".."
"FSM",1988,".."
"FSM",1989,".."
"FSM",1990,".."
"FSM",1991,"LM"
"FSM",1992,"LM"
"FSM",1993,"LM"
"FSM",1994,"LM"
"FSM",1995,"LM"
"FSM",1996,"LM"
"FSM",1997,"LM"
"FSM",1998,"LM"
"FSM",1999,"LM"
"FSM",2000,"LM"
"FSM",2001,"LM"
"FSM",2002,"LM"
"FSM",2003,"LM"
"FSM",2004,"LM"
"FSM",2005,"LM"
"FSM",2006,"LM"
"FSM",2007,"LM"
"FSM",2008,"LM"
"FSM",2009,"LM"
"FSM",2010,"LM"
"FSM",2011,"LM"
"FSM",2012,"LM"
"FSM",2013,"LM"
"FSM",2014,"LM"
"FSM",2015,"LM"
"FSM",2016,"LM"
"FSM",2017,"LM"
"FSM",2018,"LM"
"FSM",2019,"LM"
"FSM",2020,"LM"
"FSM",2021,"LM"
"FSM",2022,"LM"
"FSM",2023,"LM"
"GAB",1987,"UM"
"GAB",1988,"UM"
"GAB",1989,"UM"
"GAB",1990,"UM"
"GAB",1991,"UM"
"GAB",1992,"UM"
"GAB",1993,"UM"
"GAB",1994,"UM"
"GAB",1995,"UM"
"GAB",1996,"UM"
"GAB",1997,"UM"
"GAB",1998,"UM"
"GAB",1999,"UM"
"GAB",2000,"UM"
"GAB",2001,"UM"
"GAB",2002,"UM"
"GAB",2003,"UM"
"GAB",2004,"UM"
"GAB",2005,"UM"
"GAB",2006,"UM"
"GAB",2007,"UM"
"GAB",2008,"UM"
"GAB",2009,"UM"
"GAB",2010,"UM"
"GAB",2011,"UM"
"GAB",2012,"UM"
"GAB",2013,"UM"
"GAB",2014,"UM"
"GAB",2015,"UM"
"GAB",2016,"UM"
"GAB",2017,"UM"
"GAB",2018,"UM"
"GAB",2019,"UM"
"GAB",2020,"UM"
"GAB",2021,"UM"
"GAB",2022,"UM"
"GAB",2023,"UM"
"GBR",1987,"H"
"GBR",1988,"H"
"GBR",1989,"H"
"GBR",1990,"H"
"GBR",1991,"H"
"GBR",1992,"H"
"GBR",1993,"H"
"GBR",1994,"H"
"GBR",1995,"H"
"GBR",1996,"H"
"GBR",1997,"H"
"GBR",1998,"H"
"GBR",1999,"H"
"GBR",2000,"H"
"GBR",2001,"H"
"GBR",2002,"H"
"GBR",2003,"H"
"GBR",2004,"H"
"GBR",2005,"H"
"GBR",2006,"H"
"GBR",2007,"H"
"GBR",2008,"H"
"GBR",2009,"H"
"GBR",2010,"H"
"GBR",2011,"H"
"GBR",2012,"H"
"GBR",2013,"H"
"GBR",2014,"H"
"GBR",2015,"H"
"GBR",2016,"H"
"GBR",2017,"H"
"GBR",2018,"H"
"GBR",2019,"H"
"GBR",2020,"H"
"GBR",2021,"H"
"GBR",2022,"H"
"GBR",2023,"H"
"GEO",1987,".."
"GEO",1988,".."
"GEO",1989,".."
"GEO",1990,".."
"GEO",1991,"LM"
"GEO",1992,"LM"
"GEO",1993,"L"
"GEO",1994,"L"
"GEO",1995,"L"
"GEO",1996,"LM"
"GEO",1997,"LM"
"GEO",1998,"LM"
"GEO",1999,"L"
"GEO",2000,"L"
"GEO",2001,"L"
"GEO",2002,"L"
"GEO",2003,"LM"
"GEO",2004,"LM"
"GEO",2005,"LM"
"GEO",2006,"LM"
"GEO",2007,"LM"
"GEO",2008,"LM"
"GEO",2009,"LM"
"GEO",2010,"LM"
"GEO",2011,"LM"
"GEO",2012,"LM"
"GEO",2013,"LM"
"GEO",2014,"LM"
"GEO",2015,"UM"
"GEO",2016,"LM"
"GEO",2017,"LM"
"GEO",2018,"UM"
"GEO",2019,"UM"
"GEO",2020,"UM"
"GEO",2021,"UM"
"GEO",2022,"UM"
"GEO",2023,"UM"
"GHA",1987,"L"
"GHA",1988,"L"
"GHA",1989,"L"
"GHA",1990,"L"
"GHA",1991,"L"
"GHA",1992,"L"
"GHA",1993,"L"
"GHA",1994,"L"
"GHA",1995,"L"
"GHA",1996,"L"
"GHA",1997,"L"
"GHA",1998,"L"
"GHA",1999,"L"
"GHA",2000,"L"
"GHA",2001,"L"
"GHA",2002,"L"
"GHA",2003,"L"
"GHA",2004,"L"
"GHA",2005,"L"
"GHA",2006,"L"
"GHA",2007,"L"
"GHA",2008,"L"
"GHA",2009,"L"
"GHA",2010,"LM"
"GHA",2011,"LM"
"GHA",2012,"LM"
"GHA",2013,"LM"
"GHA",2014,"LM"
"GHA",2015,"LM"
"GHA",2016,"LM"
"GHA",2017,"LM"
"GHA",2018,"LM"
"GHA",2019,"LM"
"GHA",2020,"LM"
"GHA",2021,"LM"
"GHA",2022,"LM"
"GHA",2023,"LM"
"GIB",1987,"UM"
"GIB",1988,"UM"
"GIB",1989,"UM"
"GIB",1990,"UM"
"GIB",1991,"UM"
"GIB",1992,"UM"
"GIB",1993,"UM"
"GIB",1994,".."
"GIB",1995,".."
"GIB",1996,".."
"GIB",1997,".."
"GIB",1998,".."
"GIB",1999,".."
"GIB",2000,".."
"GIB",2001,".."
"GIB",2002,".."
"GIB",2003,".."
"GIB",2004,".."
"GIB",2005,".."
"GIB",2006,".."
"GIB",2007,".."
"GIB",2008,".."
"GIB",2009,"H"
"GIB",2010,"H"
"GIB",2011,".."
"GIB",2012,".."
"GIB",2013,".."
"GIB",2014,".."
"GIB",2015,"H"
"GIB",2016,"H"
"GIB",2017,"H"
"GIB",2018,"H"
"GIB",2019,"H"
"GIB",2020,"H"
"GIB",2021,"H"
"GIB",2022,"H"
"GIB",2023,"H"
"GIN",1987,"L"
"GIN",1988,"L"
"GIN",1989,"L"
"GIN",1990,"L"
"GIN",1991,"L"
"GIN",1992,"L"
"GIN",1993,"L"
"GIN",1994,"L"
"GIN",1995,"L"
"GIN",1996,"L"
"GIN",1997,"L"
"GIN",1998,"L"
"GIN",1999,"L"
"GIN",2000,"L"
"GIN",2001,"L"
"GIN",2002,"L"
"GIN",2003,"L"
"GIN",2004,"L"
"GIN",2005,"L"
"GIN",2006,"L"
"GIN",2007,"L"
"GIN",2008,"L"
"GIN",2009,"L"
"GIN",2010,"L"
"GIN",2011,"L"
"GIN",2012,"L"
"GIN",2013,"L"
"GIN",2014,"L"
"GIN",2015,"L"
"GIN",2016,"L"
"GIN",2017,"L"
"GIN",2018,"L"
"GIN",2019,"L"
"GIN",2020,"L"
"GIN",2021,"L"
"GIN",2022,"LM"
"GIN",2023,"LM"
"GMB",1987,"L"
"GMB",1988,"L"
"GMB",1989,"L"
"GMB",1990,"L"
"GMB",1991,"L"
"GMB",1992,"L"
"GMB",1993,"L"
"GMB",1994,"L"
"GMB",1995,"L"
"GMB",1996,"L"
"GMB",1997,"L"
"GMB",1998,"L"
"GMB",1999,"L"
"GMB",2000,"L"
"GMB",2001,"L"
"GMB",2002,"L"
"GMB",2003,"L"
"GMB",2004,"L"
"GMB",2005,"L"
"GMB",2006,"L"
"GMB",2007,"L"
"GMB",2008,"L"
"GMB",2009,"L"
"GMB",2010,"L"
"GMB",2011,"L"
"GMB",2012,"L"
"GMB",2013,"L"
"GMB",2014,"L"
"GMB",2015,"L"
"GMB",2016,"L"
"GMB",2017,"L"
"GMB",2018,"L"
"GMB",2019,"L"
"GMB",2020,"L"
"GMB",2021,"L"
"GMB",2022,"L"
"GMB",2023,"L"
"GNB",1987,"L"
"GNB",1988,"L"
"GNB",1989,"L"
"GNB",1990,"L"
"GNB",1991,"L"
"GNB",1992,"L"
"GNB",1993,"L"
"GNB",1994,"L"
"GNB",1995,"L"
"GNB",1996,"L"
"GNB",1997,"L"
"GNB",1998,"L"
"GNB",1999,"L"
"GNB",2000,"L"
"GNB",2001,"L"
"GNB",2002,"L"
"GNB",2003,"L"
"GNB",2004,"L"
"GNB",2005,"L"
"GNB",2006,"L"
"GNB",2007,"L"
"GNB",2008,"L"
"GNB",2009,"L"
"GNB",2010,"L"
"GNB",2011,"L"
"GNB",2012,"L"
"GNB",2013,"L"
"GNB",2014,"L"
"GNB",2015,"L"
"GNB",2016,"L"
"GNB",2017,"L"
"GNB",2018,"L"
"GNB",2019,"L"
"GNB",2020,"L"
"GNB",2021,"L"
"GNB",2022,"L"
"GNB",2023,"L"
"GNQ",1987,"L"
"GNQ",1988,"L"
"GNQ",1989,"L"
"GNQ",1990,"L"
"GNQ",1991,"L"
"GNQ",1992,"L"
"GNQ",1993,"L"
"GNQ",1994,"L"
"GNQ",1995,"L"
"GNQ",1996,"L"
"GNQ",1997,"LM"
"GNQ",1998,"LM"
"GNQ",1999,"LM"
"GNQ",2000,"LM"
"GNQ",2001,"L"
"GNQ",2002,"L"
"GNQ",2003,"L"
"GNQ",2004,"UM"
"GNQ",2005,"UM"
"GNQ",2006,"UM"
"GNQ",2007,"H"
"GNQ",2008,"H"
"GNQ",2009,"H"
"GNQ",2010,"H"
"GNQ",2011,"H"
"GNQ",2012,"H"
"GNQ",2013,"H"
"GNQ",2014,"H"
"GNQ",2015,"UM"
"GNQ",2016,"UM"
"GNQ",2017,"UM"
"GNQ",2018,"UM"
"GNQ",2019,"UM"
"GNQ",2020,"UM"
"GNQ",2021,"UM"
"GNQ",2022,"UM"
"GNQ",2023,"UM"
"GRC",1987,"UM"
"GRC",1988,"UM"
"GRC",1989,"UM"
"GRC",1990,"UM"
"GRC",1991,"UM"
"GRC",1992,"UM"
"GRC",1993,"UM"
"GRC",1994,"UM"
"GRC",1995,"UM"
"GRC",1996,"H"
"GRC",1997,"H"
"GRC",1998,"H"
"GRC",1999,"H"
"GRC",2000,"H"
"GRC",2001,"H"
"GRC",2002,"H"
"GRC",2003,"H"
"GRC",2004,"H"
"GRC",2005,"H"
"GRC",2006,"H"
"GRC",2007,"H"
"GRC",2008,"H"
"GRC",2009,"H"
"GRC",2010,"H"
"GRC",2011,"H"
"GRC",2012,"H"
"GRC",2013,"H"
"GRC",2014,"H"
"GRC",2015,"H"
"GRC",2016,"H"
"GRC",2017,"H"
"GRC",2018,"H"
"GRC",2019,"H"
"GRC",2020,"H"
"GRC",2021,"H"
"GRC",2022,"H"
"GRC",2023,"H"
"GRD",1987,"LM"
"GRD",1988,"LM"
"GRD",1989,"LM"
"GRD",1990,"LM"
"GRD",1991,"LM"
"GRD",1992,"LM"
"GRD",1993,"LM"
"GRD",1994,"LM"
"GRD",1995,"LM"
"GRD",1996,"LM"
"GRD",1997,"UM"
"GRD",1998,"UM"
"GRD",1999,"UM"
"GRD",2000,"UM"
"GRD",2001,"UM"
"GRD",2002,"UM"
"GRD",2003,"UM"
"GRD",2004,"UM"
"GRD",2005,"UM"
"GRD",2006,"UM"
"GRD",2007,"UM"
"GRD",2008,"UM"
"GRD",2009,"UM"
"GRD",2010,"UM"
"GRD",2011,"UM"
"GRD",2012,"UM"
"GRD",2013,"UM"
"GRD",2014,"UM"
"GRD",2015,"UM"
"GRD",2016,"UM"
"GRD",2017,"UM"
"GRD",2018,"UM"
"GRD",2019,"UM"
"GRD",2020,"UM"
"GRD",2021,"UM"
"GRD",2022,"UM"
"GRD",2023,"UM"
"GRL",1987,"H"
"GRL",1988,"H"
"GRL",1989,"H"
"GRL",1990,"H"
"GRL",1991,"H"
"GRL",1992,"H"
"GRL",1993,"H"
"GRL",1994,"H"
"GRL",1995,"H"
"GRL",1996,"H"
"GRL",1997,"H"
"GRL",1998,"H"
"GRL",1999,"H"
"GRL",2000,"H"
"GRL",2001,"H"
"GRL",2002,"H"
"GRL",2003,"H"
"GRL",2004,"H"
"GRL",2005,"H"
"GRL",2006,"H"
"GRL",2007,"H"
"GRL",2008,"H"
"GRL",2009,"H"
"GRL",2010,"H"
"GRL",2011,"H"
"GRL",2012,"H"
"GRL",2013,"H"
"GRL",2014,"H"
"GRL",2015,"H"
"GRL",2016,"H"
"GRL",2017,"H"
"GRL",2018,"H"
"GRL",2019,"H"
"GRL",2020,"H"
"GRL",2021,"H"
"GRL",2022,"H"
"GRL",2023,"H"
"GTM",1987,"LM"
"GTM",1988,"LM"
"GTM",1989,"LM"
"GTM",1990,"LM"
"GTM",1991,"LM"
"GTM",1992,"LM"
"GTM",1993,"LM"
"GTM",1994,"LM"
"GTM",1995,"LM"
"GTM",1996,"LM"
"GTM",1997,"LM"
"GTM",1998,"LM"
"GTM",1999,"LM"
"GTM",2000,"LM"
"GTM",2001,"LM"
"GTM",2002,"LM"
"GTM",2003,"LM"
"GTM",2004,"LM"
"GTM",2005,"LM"
"GTM",2006,"LM"
"GTM",2007,"LM"
"GTM",2008,"LM"
"GTM",2009,"LM"
"GTM",2010,"LM"
"GTM",2011,"LM"
"GTM",2012,"LM"
"GTM",2013,"LM"
"GTM",2014,"LM"
"GTM",2015,"LM"
"GTM",2016,"LM"
"GTM",2017,"UM"
"GTM",2018,"UM"
"GTM",2019,"UM"
"GTM",2020,"UM"
"GTM",2021,"UM"
"GTM",2022,"UM"
"GTM",2023,"UM"
"GUM",1987,"H"
"GUM",1988,"H"
"GUM",1989,"H"
"GUM",1990,"UM"
"GUM",1991,"UM"
"GUM",1992,"UM"
"GUM",1993,"UM"
"GUM",1994,"UM"
"GUM",1995,"H"
"GUM",1996,"H"
"GUM",1997,"H"
"GUM",1998,"H"
"GUM",1999,"H"
"GUM",2000,"H"
"GUM",2001,"H"
"GUM",2002,"H"
"GUM",2003,"H"
"GUM",2004,"H"
"GUM",2005,"H"
"GUM",2006,"H"
"GUM",2007,"H"
"GUM",2008,"H"
"GUM",2009,"H"
"GUM",2010,"H"
"GUM",2011,"H"
"GUM",2012,"H"
"GUM",2013,"H"
"GUM",2014,"H"
"GUM",2015,"H"
"GUM",2016,"H"
"GUM",2017,"H"
"GUM",2018,"H"
"GUM",2019,"H"
"GUM",2020,"H"
"GUM",2021,"H"
"GUM",2022,"H"
"GUM",2023,"H"
"GUY",1987,"L"
"GUY",1988,"L"
"GUY",1989,"L"
"GUY",1990,"L"
"GUY",1991,"L"
"GUY",1992,"L"
"GUY",1993,"L"
"GUY",1994,"L"
"GUY",1995,"L"
"GUY",1996,"L"
"GUY",1997,"LM"
"GUY",1998,"LM"
"GUY",1999,"LM"
"GUY",2000,"LM"
"GUY",2001,"LM"
"GUY",2002,"LM"
"GUY",2003,"LM"
"GUY",2004,"LM"
"GUY",2005,"LM"
"GUY",2006,"LM"
"GUY",2007,"LM"
"GUY",2008,"LM"
"GUY",2009,"LM"
"GUY",2010,"LM"
"GUY",2011,"LM"
"GUY",2012,"LM"
"GUY",2013,"LM"
"GUY",2014,"LM"
"GUY",2015,"UM"
"GUY",2016,"UM"
"GUY",2017,"UM"
"GUY",2018,"UM"
"GUY",2019,"UM"
"GUY",2020,"UM"
"GUY",2021,"UM"
"GUY",2022,"H"
"GUY",2023,"H"
"HKG",1987,"H"
"HKG",1988,"H"
"HKG",1989,"H"
"HKG",1990,"H"
"HKG",1991,"H"
"HKG",1992,"H"
"HKG",1993,"H"
"HKG",1994,"H"
"HKG",1995,"H"
"HKG",1996,"H"
"HKG",1997,"H"
"HKG",1998,"H"
"HKG",1999,"H"
"HKG",2000,"H"
"HKG",2001,"H"
"HKG",2002,"H"
"HKG",2003,"H"
"HKG",2004,"H"
"HKG",2005,"H"
"HKG",2006,"H"
"HKG",2007,"H"
"HKG",2008,"H"
"HKG",2009,"H"
"HKG",2010,"H"
"HKG",2011,"H"
"HKG",2012,"H"
"HKG",2013,"H"
"HKG",2014,"H"
"HKG",2015,"H"
"HKG",2016,"H"
"HKG",2017,"H"
"HKG",2018,"H"
"HKG",2019,"H"
"HKG",2020,"H"
"HKG",2021,"H"
"HKG",2022,"H"
"HKG",2023,"H"
"HND",1987,"LM"
"HND",1988,"LM"
"HND",1989,"LM"
"HND",1990,"L"
"HND",1991,"L"
"HND",1992,"L"
"HND",1993,"L"
"HND",1994,"L"
"HND",1995,"L"
"HND",1996,"L"
"HND",1997,"L"
"HND",1998,"L"
"HND",1999,"LM"
"HND",2000,"LM"
"HND",2001,"LM"
"HND",2002,"LM"
"HND",2003,"LM"
"HND",2004,"LM"
"HND",2005,"LM"
"HND",2006,"LM"
"HND",2007,"LM"
"HND",2008,"LM"
"HND",2009,"LM"
"HND",2010,"LM"
"HND",2011,"LM"
"HND",2012,"LM"
"HND",2013,"LM"
"HND",2014,"LM"
"HND",2015,"LM"
"HND",2016,"LM"
"HND",2017,"LM"
"HND",2018,"LM"
"HND",2019,"LM"
"HND",2020,"LM"
"HND",2021,"LM"
"HND",2022,"LM"
"HND",2023,"LM"
"HRV",1987,".."
"HRV",1988,".."
"HRV",1989,".."
"HRV",1990,".."
"HRV",1991,".."
"HRV",1992,"LM"
"HRV",1993,"LM"
"HRV",1994,"LM"
"HRV",1995,"UM"
"HRV",1996,"UM"
"HRV",1997,"UM"
"HRV",1998,"UM"
"HRV",1999,"UM"
"HRV",2000,"UM"
"HRV",2001,"UM"
"HRV",2002,"UM"
"HRV",2003,"UM"
"HRV",2004,"UM"
"HRV",2005,"UM"
"HRV",2006,"UM"
"HRV",2007,"UM"
"HRV",2008,"H"
"HRV",2009,"H"
"HRV",2010,"H"
"HRV",2011,"H"
"HRV",2012,"H"
"HRV",2013,"H"
"HRV",2014,"H"
"HRV",2015,"H"
"HRV",2016,"UM"
"HRV",2017,"H"
"HRV",2018,"H"
"HRV",2019,"H"
"HRV",2020,"H"
"HRV",2021,"H"
"HRV",2022,"H"
"HRV",2023,"H"
"HTI",1987,"L"
"HTI",1988,"L"
"HTI",1989,"L"
"HTI",1990,"L"
"HTI",1991,"L"
"HTI",1992,"L"
"HTI",1993,"L"
"HTI",1994,"L"
"HTI",1995,"L"
"HTI",1996,"L"
"HTI",1997,"L"
"HTI",1998,"L"
"HTI",1999,"L"
"HTI",2000,"L"
"HTI",2001,"L"
"HTI",2002,"L"
"HTI",2003,"L"
"HTI",2004,"L"
"HTI",2005,"L"
"HTI",2006,"L"
"HTI",2007,"L"
"HTI",2008,"L"
"HTI",2009,"L"
"HTI",2010,"L"
"HTI",2011,"L"
"HTI",2012,"L"
"HTI",2013,"L"
"HTI",2014,"L"
"HTI",2015,"L"
"HTI",2016,"L"
"HTI",2017,"L"
"HTI",2018,"L"
"HTI",2019,"L"
"HTI",2020,"LM"
"HTI",2021,"LM"
"HTI",2022,"LM"
"HTI",2023,"LM"
"HUN",1987,"UM"
"HUN",1988,"UM"
"HUN",1989,"UM"
"HUN",1990,"UM"
"HUN",1991,"UM"
"HUN",1992,"UM"
"HUN",1993,"UM"
"HUN",1994,"UM"
"HUN",1995,"UM"
"HUN",1996,"UM"
"HUN",1997,"UM"
"HUN",1998,"UM"
"HUN",1999,"UM"
"HUN",2000,"UM"
"HUN",2001,"UM"
"HUN",2002,"UM"
"HUN",2003,"UM"
"HUN",2004,"UM"
"HUN",2005,"UM"
"HUN",2006,"UM"
"HUN",2007,"H"
"HUN",2008,"H"
"HUN",2009,"H"
"HUN",2010,"H"
"HUN",2011,"H"
"HUN",2012,"UM"
"HUN",2013,"UM"
"HUN",2014,"H"
"HUN",2015,"H"
"HUN",2016,"H"
"HUN",2017,"H"
"HUN",2018,"H"
"HUN",2019,"H"
"HUN",2020,"H"
"HUN",2021,"H"
"HUN",2022,"H"
"HUN",2023,"H"
"IDN",1987,"L"
"IDN",1988,"L"
"IDN",1989,"L"
"IDN",1990,"L"
"IDN",1991,"L"
"IDN",1992,"L"
"IDN",1993,"LM"
"IDN",1994,"LM"
"IDN",1995,"LM"
"IDN",1996,"LM"
"IDN",1997,"LM"
"IDN",1998,"L"
"IDN",1999,"L"
"IDN",2000,"L"
"IDN",2001,"L"
"IDN",2002,"L"
"IDN",2003,"LM"
"IDN",2004,"LM"
"IDN",2005,"LM"
"IDN",2006,"LM"
"IDN",2007,"LM"
"IDN",2008,"LM"
"IDN",2009,"LM"
"IDN",2010,"LM"
"IDN",2011,"LM"
"IDN",2012,"LM"
"IDN",2013,"LM"
"IDN",2014,"LM"
"IDN",2015,"LM"
"IDN",2016,"LM"
"IDN",2017,"LM"
"IDN",2018,"LM"
"IDN",2019,"UM"
"IDN",2020,"LM"
"IDN",2021,"LM"
"IDN",2022,"UM"
"IDN",2023,"UM"
"IMN",1987,"H"
"IMN",1988,"H"
"IMN",1989,"H"
"IMN",1990,"UM"
"IMN",1991,"UM"
"IMN",1992,"UM"
"IMN",1993,"UM"
"IMN",1994,"UM"
"IMN",1995,"UM"
"IMN",1996,"UM"
"IMN",1997,"UM"
"IMN",1998,"UM"
"IMN",1999,"UM"
"IMN",2000,"UM"
"IMN",2001,"UM"
"IMN",2002,"H"
"IMN",2003,"H"
"IMN",2004,"H"
"IMN",2005,"H"
"IMN",2006,"H"
"IMN",2007,"H"
"IMN",2008,"H"
"IMN",2009,"H"
"IMN",2010,"H"
"IMN",2011,"H"
"IMN",2012,"H"
"IMN",2013,"H"
"IMN",2014,"H"
"IMN",2015,"H"
"IMN",2016,"H"
"IMN",2017,"H"
"IMN",2018,"H"
"IMN",2019,"H"
"IMN",2020,"H"
"IMN",2021,"H"
"IMN",2022,"H"
"IMN",2023,"H"
"IND",1987,"L"
"IND",1988,"L"
"IND",1989,"L"
"IND",1990,"L"
"IND",1991,"L"
"IND",1992,"L"
"IND",1993,"L"
"IND",1994,"L"
"IND",1995,"L"
"IND",1996,"L"
"IND",1997,"L"
"IND",1998,"L"
"IND",1999,"L"
"IND",2000,"L"
"IND",2001,"L"
"IND",2002,"L"
"IND",2003,"L"
"IND",2004,"L"
"IND",2005,"L"
"IND",2006,"L"
"IND",2007,"LM"
"IND",2008,"LM"
"IND",2009,"LM"
"IND",2010,"LM"
"IND",2011,"LM"
"IND",2012,"LM"
"IND",2013,"LM"
"IND",2014,"LM"
"IND",2015,"LM"
"IND",2016,"LM"
"IND",2017,"LM"
"IND",2018,"LM"
"IND",2019,"LM"
"IND",2020,"LM"
"IND",2021,"LM"
"IND",2022,"LM"
"IND",2023,"LM"
"IRL",1987,"H"
"IRL",1988,"H"
